법령일련번호,현행연혁코드,법령명한글,법령약칭명,법령ID,공포일자,공포번호,법령구분명,시행일자,법령상세링크
251517,현행,강원특별자치도 설치 등에 관한 특별법,강원특별법,014291,20230609,19430,법률,20230710,/DRF/lawService.do?OC=sapphire_5&target=law&MST=251517&type=HTML&mobileYn=&efYd=20230710
247845,현행,강원특별자치도 지원위원회 등의 설치ㆍ운영에 관한 규정,,014393,20230117,33234,대통령령,20230119,/DRF/lawService.do?OC=sapphire_5&target=law&MST=247845&type=HTML&mobileYn=&efYd=20230119
251519,현행,개발이익 환수에 관한 법률,개발이익환수법,001829,20230609,19430,법률,20230710,/DRF/lawService.do?OC=sapphire_5&target=law&MST=251519&type=HTML&mobileYn=&efYd=20230710
254215,현행,개발이익 환수에 관한 법률 시행령,개발이익환수법 시행령,002088,20230829,33685,대통령령,20230829,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254215&type=HTML&mobileYn=&efYd=20230829
250247,현행,개발이익 환수에 관한 법률 시행규칙,개발이익환수법 시행규칙,006145,20230424,01205,국토교통부령,20230424,/DRF/lawService.do?OC=sapphire_5&target=law&MST=250247&type=HTML&mobileYn=&efYd=20230424
254095,현행,개발제한구역의 지정 및 관리에 관한 특별조치법,개발제한구역법,002018,20230816,19671,법률,20230816,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254095&type=HTML&mobileYn=&efYd=20230816
253075,현행,개발제한구역의 지정 및 관리에 관한 특별조치법 시행령,개발제한구역법 시행령,002089,20230801,33655,대통령령,20230801,/DRF/lawService.do?OC=sapphire_5&target=law&MST=253075&type=HTML&mobileYn=&efYd=20230801
248855,현행,개발제한구역의 지정 및 관리에 관한 특별조치법 시행규칙,개발제한구역법 시행규칙,006146,20230313,01197,국토교통부령,20230313,/DRF/lawService.do?OC=sapphire_5&target=law&MST=248855&type=HTML&mobileYn=&efYd=20230313
254241,현행,개방형 직위 및 공모 직위의 운영 등에 관한 규정,개방형공모직위규정,002091,20230830,33691,대통령령,20230830,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254241&type=HTML&mobileYn=&efYd=20230830
247457,현행,개별소비세법,,001570,20221231,19185,법률,20230101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=247457&type=HTML&mobileYn=&efYd=20230101
254387,현행,개별소비세법 시행령,,005308,20230831,33693,대통령령,20230901,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254387&type=HTML&mobileYn=&efYd=20230901
249095,현행,개별소비세법 시행규칙,,008542,20230320,00975,기획재정부령,20230701,/DRF/lawService.do?OC=sapphire_5&target=law&MST=249095&type=HTML&mobileYn=&efYd=20230701
251523,현행,개성공업지구 지원에 관한 법률,개성공업지구법,010451,20230609,19430,법률,20230710,/DRF/lawService.do?OC=sapphire_5&target=law&MST=251523&type=HTML&mobileYn=&efYd=20230710
244383,현행,개성공업지구 지원에 관한 법률 시행령,개성공업지구법 시행령,010523,20220823,32881,대통령령,20220823,/DRF/lawService.do?OC=sapphire_5&target=law&MST=244383&type=HTML&mobileYn=&efYd=20220823
174784,현행,개성공업지구 지원에 관한 법률 시행규칙,개성공업지구법 시행규칙,011438,20150907,00081,통일부령,20150907,/DRF/lawService.do?OC=sapphire_5&target=law&MST=174784&type=HTML&mobileYn=&efYd=20150907
117412,현행,개인정보 단체소송규칙,,011467,20110928,02358,대법원규칙,20110930,/DRF/lawService.do?OC=sapphire_5&target=law&MST=117412&type=HTML&mobileYn=&efYd=20110930
213857,현행,개인정보 보호법,,011357,20200204,16930,법률,20200805,/DRF/lawService.do?OC=sapphire_5&target=law&MST=213857&type=HTML&mobileYn=&efYd=20200805
243935,현행,개인정보 보호법 시행령,,011468,20220719,32813,대통령령,20221020,/DRF/lawService.do?OC=sapphire_5&target=law&MST=243935&type=HTML&mobileYn=&efYd=20221020
254201,현행,개인정보 보호위원회 직제,,013821,20230830,33687,대통령령,20230830,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254201&type=HTML&mobileYn=&efYd=20230830
254503,현행,개인정보 보호위원회 직제 시행규칙,,013827,20230830,01899,총리령,20230830,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254503&type=HTML&mobileYn=&efYd=20230830
246651,현행,갯벌 및 그 주변지역의 지속가능한 관리와 복원에 관한 법률,갯벌법,013246,20221227,19117,법률,20230628,/DRF/lawService.do?OC=sapphire_5&target=law&MST=246651&type=HTML&mobileYn=&efYd=20230628
247571,현행,갯벌 및 그 주변지역의 지속가능한 관리와 복원에 관한 법률 시행령,갯벌법 시행령,013647,20230110,33225,대통령령,20230112,/DRF/lawService.do?OC=sapphire_5&target=law&MST=247571&type=HTML&mobileYn=&efYd=20230112
239189,현행,갯벌 및 그 주변지역의 지속가능한 관리와 복원에 관한 법률 시행규칙,갯벌법 시행규칙,013651,20220103,00525,해양수산부령,20220103,/DRF/lawService.do?OC=sapphire_5&target=law&MST=239189&type=HTML&mobileYn=&efYd=20220103
116110,현행,거절증서령,,002096,20110819,23077,대통령령,20110819,/DRF/lawService.do?OC=sapphire_5&target=law&MST=116110&type=HTML&mobileYn=&efYd=20110819
149559,현행,거창사건등 관련자의 명예회복에 관한 특별조치법,거창사건법,001177,20140107,12200,법률,20140107,/DRF/lawService.do?OC=sapphire_5&target=law&MST=149559&type=HTML&mobileYn=&efYd=20140107
227129,현행,거창사건등 관련자의 명예회복에 관한 특별조치법 시행령,거창사건법 시행령,002098,20210105,31380,대통령령,20210105,/DRF/lawService.do?OC=sapphire_5&target=law&MST=227129&type=HTML&mobileYn=&efYd=20210105
218015,현행,건강가정기본법,,009682,20200519,17280,법률,20200519,/DRF/lawService.do?OC=sapphire_5&target=law&MST=218015&type=HTML&mobileYn=&efYd=20200519
206117,현행,건강가정기본법 시행령,,009864,20181224,29421,대통령령,20190101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=206117&type=HTML&mobileYn=&efYd=20190101
253673,현행,건강가정기본법 시행규칙,,009860,20230804,00192,여성가족부령,20230804,/DRF/lawService.do?OC=sapphire_5&target=law&MST=253673&type=HTML&mobileYn=&efYd=20230804
220873,현행,건강검진기본법,,010708,20200811,17472,법률,20200912,/DRF/lawService.do?OC=sapphire_5&target=law&MST=220873&type=HTML&mobileYn=&efYd=20200912
246241,현행,건강검진기본법 시행령,,010930,20221220,33112,대통령령,20221220,/DRF/lawService.do?OC=sapphire_5&target=law&MST=246241&type=HTML&mobileYn=&efYd=20221220
210597,현행,건강검진기본법 시행규칙,,010936,20190927,00672,보건복지부령,20190927,/DRF/lawService.do?OC=sapphire_5&target=law&MST=210597&type=HTML&mobileYn=&efYd=20190927
234853,현행,건강기능식품에 관한 법률,건강기능식품법,009353,20210817,18445,법률,20230101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=234853&type=HTML&mobileYn=&efYd=20230101
250381,현행,건강기능식품에 관한 법률 시행령,건강기능식품법 시행령,009581,20230425,33434,대통령령,20230425,/DRF/lawService.do?OC=sapphire_5&target=law&MST=250381&type=HTML&mobileYn=&efYd=20230425
249157,현행,건강기능식품에 관한 법률 시행규칙,건강기능식품법 시행규칙,009654,20230322,01872,총리령,20230423,/DRF/lawService.do?OC=sapphire_5&target=law&MST=249157&type=HTML&mobileYn=&efYd=20230423
195219,현행,건널목 개량촉진법,건널목개량법,000099,20170726,14839,법률,20170726,/DRF/lawService.do?OC=sapphire_5&target=law&MST=195219&type=HTML&mobileYn=&efYd=20170726
214995,현행,건널목 개량촉진법 시행령,,002101,20200303,30509,대통령령,20200303,/DRF/lawService.do?OC=sapphire_5&target=law&MST=214995&type=HTML&mobileYn=&efYd=20200303
75164,현행,건널목 입체교차화 비용부담에 관한 규칙,,006165,20060803,00529,건설교통부령,20060803,/DRF/lawService.do?OC=sapphire_5&target=law&MST=75164&type=HTML&mobileYn=&efYd=20060803
234693,현행,건설근로자의 고용개선 등에 관한 법률,건설근로자법,000120,20210817,18425,법률,20220218,/DRF/lawService.do?OC=sapphire_5&target=law&MST=234693&type=HTML&mobileYn=&efYd=20220218
240463,현행,건설근로자의 고용개선 등에 관한 법률 시행령,건설근로자법 시행령,002108,20220217,32447,대통령령,20220218,/DRF/lawService.do?OC=sapphire_5&target=law&MST=240463&type=HTML&mobileYn=&efYd=20220218
223129,현행,건설근로자의 고용개선 등에 관한 법률 시행규칙,건설근로자법 시행규칙,006173,20201126,00296,고용노동부령,20201127,/DRF/lawService.do?OC=sapphire_5&target=law&MST=223129&type=HTML&mobileYn=&efYd=20201127
247327,현행,건설근로자의 기능등급확인증 발급 등에 관한 규칙,,014088,20221230,01184,국토교통부령,20221230,/DRF/lawService.do?OC=sapphire_5&target=law&MST=247327&type=HTML&mobileYn=&efYd=20221230
250011,현행,건설기계관리법,,000239,20230418,19365,법률,20230418,/DRF/lawService.do?OC=sapphire_5&target=law&MST=250011&type=HTML&mobileYn=&efYd=20230418
250383,현행,건설기계관리법 시행령,,002109,20230425,33434,대통령령,20230425,/DRF/lawService.do?OC=sapphire_5&target=law&MST=250383&type=HTML&mobileYn=&efYd=20230425
252863,현행,건설기계관리법 시행규칙,,006174,20230719,01233,국토교통부령,20230719,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252863&type=HTML&mobileYn=&efYd=20230719
234965,현행,건설기계 안전기준에 관한 규칙,건설기계안전기준규칙,010655,20210827,00882,국토교통부령,20230101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=234965&type=HTML&mobileYn=&efYd=20230101
243073,현행,건설기술 진흥법,,001807,20220610,18933,법률,20220610,/DRF/lawService.do?OC=sapphire_5&target=law&MST=243073&type=HTML&mobileYn=&efYd=20220610
247585,현행,건설기술 진흥법 시행령,,002111,20230106,33212,대통령령,20230106,/DRF/lawService.do?OC=sapphire_5&target=law&MST=247585&type=HTML&mobileYn=&efYd=20230106
247329,현행,건설기술 진흥법 시행규칙,,006175,20221230,01175,국토교통부령,20221230,/DRF/lawService.do?OC=sapphire_5&target=law&MST=247329&type=HTML&mobileYn=&efYd=20221230
239989,현행,건설산업기본법,,001808,20220203,18823,법률,20220804,/DRF/lawService.do?OC=sapphire_5&target=law&MST=239989&type=HTML&mobileYn=&efYd=20220804
250703,현행,건설산업기본법 시행령,,002115,20230509,33456,대통령령,20230810,/DRF/lawService.do?OC=sapphire_5&target=law&MST=250703&type=HTML&mobileYn=&efYd=20230810
250613,현행,건설산업기본법 시행규칙,,006184,20230503,01207,국토교통부령,20230503,/DRF/lawService.do?OC=sapphire_5&target=law&MST=250613&type=HTML&mobileYn=&efYd=20230503
249323,현행,건설폐기물의 재활용촉진에 관한 법률,건설폐기물법,009592,20230328,19307,법률,20230328,/DRF/lawService.do?OC=sapphire_5&target=law&MST=249323&type=HTML&mobileYn=&efYd=20230328
248615,현행,건설폐기물의 재활용촉진에 관한 법률 시행령,건설폐기물법 시행령,009857,20230307,33321,대통령령,20230307,/DRF/lawService.do?OC=sapphire_5&target=law&MST=248615&type=HTML&mobileYn=&efYd=20230307
250155,현행,건설폐기물의 재활용촉진에 관한 법률 시행규칙,건설폐기물법 시행규칙,009880,20230417,01032,환경부령,20230417,/DRF/lawService.do?OC=sapphire_5&target=law&MST=250155&type=HTML&mobileYn=&efYd=20230417
122701,현행,건전가정의례의 정착 및 지원에 관한 법률,가정의례법,001962,20120201,11282,법률,20120201,/DRF/lawService.do?OC=sapphire_5&target=law&MST=122701&type=HTML&mobileYn=&efYd=20120201
125100,현행,건전가정의례의 정착 및 지원에 관한 법률 시행령,가정의례법 시행령,002116,20120501,23766,대통령령,20120501,/DRF/lawService.do?OC=sapphire_5&target=law&MST=125100&type=HTML&mobileYn=&efYd=20120501
227139,현행,건전가정의례준칙,,002117,20210105,31380,대통령령,20210105,/DRF/lawService.do?OC=sapphire_5&target=law&MST=227139&type=HTML&mobileYn=&efYd=20210105
234315,현행,건축기본법,,010594,20210727,18339,법률,20211028,/DRF/lawService.do?OC=sapphire_5&target=law&MST=234315&type=HTML&mobileYn=&efYd=20211028
252057,현행,건축기본법 시행령,,010787,20230627,33575,대통령령,20230627,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252057&type=HTML&mobileYn=&efYd=20230627
250029,현행,건축물관리법,,013478,20230418,19367,법률,20230719,/DRF/lawService.do?OC=sapphire_5&target=law&MST=250029&type=HTML&mobileYn=&efYd=20230719
252391,현행,건축물관리법 시행령,,013742,20230711,33632,대통령령,20230719,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252391&type=HTML&mobileYn=&efYd=20230719
244161,현행,건축물관리법 시행규칙,,013747,20220804,01141,국토교통부령,20220804,/DRF/lawService.do?OC=sapphire_5&target=law&MST=244161&type=HTML&mobileYn=&efYd=20220804
253085,현행,건축물대장의 기재 및 관리 등에 관한 규칙,,006186,20230801,01235,국토교통부령,20230801,/DRF/lawService.do?OC=sapphire_5&target=law&MST=253085&type=HTML&mobileYn=&efYd=20230801
234865,현행,건축물 에너지효율등급 인증 및 제로에너지건축물 인증에 관한 규칙,건축물에너지인증규칙,011859,20210823,00878,국토교통부령,20220301,/DRF/lawService.do?OC=sapphire_5&target=law&MST=234865&type=HTML&mobileYn=&efYd=20220301
237691,현행,건축물의 구조기준 등에 관한 규칙,건축물구조기준규칙,006187,20211209,00919,국토교통부령,20211209,/DRF/lawService.do?OC=sapphire_5&target=law&MST=237691&type=HTML&mobileYn=&efYd=20211209
214377,현행,건축물의 분양에 관한 법률,건축물분양법,009760,20200218,17007,법률,20210101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=214377&type=HTML&mobileYn=&efYd=20210101
238365,현행,건축물의 분양에 관한 법률 시행령,건축물분양법 시행령,009944,20211228,32274,대통령령,20211230,/DRF/lawService.do?OC=sapphire_5&target=law&MST=238365&type=HTML&mobileYn=&efYd=20211230
236695,현행,건축물의 분양에 관한 법률 시행규칙,건축물분양법 시행규칙,009950,20211102,00909,국토교통부령,20211102,/DRF/lawService.do?OC=sapphire_5&target=law&MST=236695&type=HTML&mobileYn=&efYd=20211102
235015,현행,건축물의 설비기준 등에 관한 규칙,건축물설비기준규칙,006188,20210827,00882,국토교통부령,20210827,/DRF/lawService.do?OC=sapphire_5&target=law&MST=235015&type=HTML&mobileYn=&efYd=20210827
254597,현행,건축물의 피난ㆍ방화구조 등의 기준에 관한 규칙,건축물방화구조규칙,006189,20230831,01247,국토교통부령,20230831,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254597&type=HTML&mobileYn=&efYd=20230831
235019,현행,건축물착공통계조사시행규칙,,006190,20210827,00882,국토교통부령,20210827,/DRF/lawService.do?OC=sapphire_5&target=law&MST=235019&type=HTML&mobileYn=&efYd=20210827
243077,현행,건축법,,001823,20220610,18935,법률,20230611,/DRF/lawService.do?OC=sapphire_5&target=law&MST=243077&type=HTML&mobileYn=&efYd=20230611
250719,현행,건축법 시행령,,002118,20230515,33466,대통령령,20230516,/DRF/lawService.do?OC=sapphire_5&target=law&MST=250719&type=HTML&mobileYn=&efYd=20230516
251823,현행,건축법 시행규칙,,006191,20230609,01224,국토교통부령,20230611,/DRF/lawService.do?OC=sapphire_5&target=law&MST=251823&type=HTML&mobileYn=&efYd=20230611
240077,현행,건축사법,,000254,20220203,18826,법률,20220804,/DRF/lawService.do?OC=sapphire_5&target=law&MST=240077&type=HTML&mobileYn=&efYd=20220804
243997,현행,건축사법 시행령,,002119,20220726,32825,대통령령,20220804,/DRF/lawService.do?OC=sapphire_5&target=law&MST=243997&type=HTML&mobileYn=&efYd=20220804
237813,현행,건축사법 시행규칙,,006192,20211215,00929,국토교통부령,20211215,/DRF/lawService.do?OC=sapphire_5&target=law&MST=237813&type=HTML&mobileYn=&efYd=20211215
245343,현행,건축서비스산업 진흥법,건축서비스법,011868,20221115,19046,법률,20221115,/DRF/lawService.do?OC=sapphire_5&target=law&MST=245343&type=HTML&mobileYn=&efYd=20221115
250723,현행,건축서비스산업 진흥법 시행령,건축서비스법 시행령,012078,20230515,33466,대통령령,20230516,/DRF/lawService.do?OC=sapphire_5&target=law&MST=250723&type=HTML&mobileYn=&efYd=20230516
155446,현행,건축서비스산업 진흥법 시행규칙,건축서비스법 시행규칙,012080,20140605,00098,국토교통부령,20140605,/DRF/lawService.do?OC=sapphire_5&target=law&MST=155446&type=HTML&mobileYn=&efYd=20140605
214711,현행,검사복무평정규칙,,011512,20200220,00967,법무부령,20200220,/DRF/lawService.do?OC=sapphire_5&target=law&MST=214711&type=HTML&mobileYn=&efYd=20200220
91924,현행,검사 선서에 관한 규정,,010861,20090312,21344,대통령령,20090312,/DRF/lawService.do?OC=sapphire_5&target=law&MST=91924&type=HTML&mobileYn=&efYd=20090312
222281,현행,검사와 사법경찰관의 상호협력과 일반적 수사준칙에 관한 규정,,013871,20201007,31089,대통령령,20210101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=222281&type=HTML&mobileYn=&efYd=20210101
